202059074,QP,0.67,5.401521,0.08,
202059080,AP,1.00,0.000000,0.00,
202059081,AP,0.42,0.000000,0.00,
202059086,QP,0.37,4.408197,0.11,
202059188,QP,2.59,0.690420,1.52,
202059190,AP,0.21,0.000000,0.00,
202059192,AP,0.26,0.000000,0.00,
202059193,AP,0.22,0.000000,0.00,
202059197,AP,0.20,0.000000,0.00,
202059198,AP,1.02,0.000000,0.00,
202059199,AP,0.59,0.000000,0.00,
202059204,QP,3.14,7.945648,1.37,
202059207,AP,0.10,0.000000,0.00,
202059208,QP,0.24,5.054826,0.02,
202059210,AP,1.67,0.000000,0.00,
202059215,AP,0.83,0.000000,0.00,
202059224,AP,0.42,0.000000,0.00,
202059229,QP,2.66,5.067694,1.21,
202059231,AP,3.47,0.000000,0.00,
202059299,QP,0.29,6.774722,0.10,50 (AF star)
202059350,QP,0.30,1.787771,0.07,
202059352,AP,0.13,0.000000,0.00,
202059364,QP,0.96,6.188442,0.12,
202059367,AP,0.60,0.000000,0.00,
202059391,AP,2.87,0.000000,0.00,
202059392,QP,0.14,2.584726,0.04,
202059393,AP,0.78,0.000000,0.00,
202059409,QP,1.38,1.486367,0.50,
202059414,QP,2.32,1.284625,0.59,
202059415,AP,3.44,0.000000,0.00,
202059434,QP,0.92,1.289773,0.23,
202059522,QP,2.76,8.537702,0.85,9 (AGN);35 (Blazar);61 (AGN);74 (Blazar);103 (Supernova/AGN/QSO/BL Lac)
202059552,AP,0.46,0.000000,0.00,9 (AGN)
202059586,AP,0.90,0.000000,0.00,
202059600,QP,7.47,2.551510,2.51,
202059635,QP,6.04,2.553962,1.73,
202059645,QP,4.31,5.523602,1.71,
202059697, P,4.42,3.423396,1.89,
202060097, P,2.23,2.624037,0.85,
202060098,QP,1.63,4.989129,0.42,
202060130,AP,0.86,0.000000,0.00,49 (SpB star)
202060132,QP,7.96,0.734701,3.59,44 (Beta Ceph);49 (SpB star)
202060135,QP,6.74,1.436605,2.73,49 (SpB star);109 (Algol Binary/BE star)
202060145,QP,0.51,1.147234,0.13,48 (ROAP/AP star);49 (SpB star)
202060171,QP,1.70,1.646030,0.37,44 (Beta Ceph);49 (SpB star)
202060187,AP,1.39,0.000000,0.00,44 (Beta Ceph)
202060189,QP,2.70,3.763730,0.64,44 (Beta Ceph)
202060191,QP,0.24,2.494569,0.07,49 (SpB star)
202060194,QP,0.68,11.096523,0.23,44 (Beta Ceph);45 (Be star)
202060196,QP,0.43,1.268619,0.07,44 (Beta Ceph)
202060207,AP,0.63,0.000000,0.00,44 (Beta Ceph)
202060378,AP,1.69,0.000000,0.00,49 (SpB star)
202060403,QP,8.94,2.465890,1.18,49 (SpB star)
202060423,QP,5.21,3.154888,1.93,49 (SpB star)
202060425,QP,0.62,8.358414,0.13,49 (SpB star)
202060439,QP,2.02,0.333470,0.37,49 (SpB star)
202060447,QP,24.25,2.036703,9.43,49 (SpB star);114 (AAVSO Variable Star)
202060471,QP,6.42,0.538125,0.88,49 (SpB star)
202060490,QP,0.38,1.651341,0.13,49 (SpB star)
202060509,AP,0.87,0.000000,0.00,
202060510,QP,4.00,3.830941,0.83,44 (Beta Ceph)
202060512,AP,1.13,0.000000,0.00,49 (SpB star)
202060514,QP,1.34,2.442479,0.61,49 (SpB star)
202060527,QP,0.91,1.968191,0.36,49 (SpB star)
202060539,QP,1.84,0.956313,0.82,49 (SpB star)
202060541,QP,2.60,4.047786,1.03,49 (SpB star)
202060545,QP,1.14,2.315100,0.22,49 (SpB star)
202060552,AP,4.20,0.000000,0.00,49 (SpB star)
202060554,QP,0.28,0.752747,0.06,49 (SpB star)
202060573,QP,2.37,0.902783,0.60,49 (SpB star)
202060594,QP,0.20,2.483358,0.05,49 (SpB star)
202060604,QP,3.08,5.363316,1.09,49 (SpB star)
202060605,AP,0.10,0.000000,0.00,49 (SpB star)
202060623,QP,0.20,2.381920,0.05,49 (SpB star)
202060631,AP,3.63,0.000000,0.00,49 (SpB star)
202060633,AP,1.15,0.000000,0.00,49 (SpB star)
202060636,QP,0.37,5.450760,0.08,49 (SpB star)
202060643,QP,1.02,4.802976,0.47,49 (SpB star)
202060646,AP,0.56,0.000000,0.00,49 (SpB star)
202060670,QP,2.54,4.438609,0.37,44 (Beta Ceph);49 (SpB star)
202060672,QP,3.63,2.103262,1.08,49 (SpB star)
202060680,QP,1.82,2.692880,0.89,49 (SpB star)
202060684,QP,4.78,3.300503,2.04,49 (SpB star)
202060704,AP,0.50,0.000000,0.00,
202060707,QP,0.49,0.770776,0.18,49 (SpB star)
202060767, P,2.22,2.102315,0.33,
202060768,QP,0.37,1.047541,0.05,
202060791,QP,0.29,1.246091,0.03,49 (SpB star)
202060792,QP,1.40,0.748370,0.23,49 (SpB star)
202060795, P,0.38,0.282541,0.10,49 (SpB star)
202060806,QP,0.92,0.462024,0.23,49 (SpB star)
202060818,QP,0.63,0.374263,0.15,
202060824,QP,0.41,2.484937,0.08,49 (SpB star)
202060833,AP,0.72,0.000000,0.00,49 (SpB star)
202060840,QP,0.14,10.726638,0.03,49 (SpB star)
202060849,QP,1.01,1.028110,0.20,45 (Be star);49 (SpB star)
202060863,AP,0.11,0.000000,0.00,
202060877,QP,3.63,3.636150,1.22,49 (SpB star)
202060907,QP,2.64,1.459407,0.84,49 (SpB star)
202060919,QP,1.57,2.908511,0.55,49 (SpB star)
202060932,QP,3.52,1.621053,0.77,49 (SpB star)
202060937,QP,0.48,2.181690,0.10,49 (SpB star)
202061001,AP,0.78,0.000000,0.00,49 (SpB star)
202061003,QP,0.67,9.464680,0.08,49 (SpB star)
202061020,AP,0.05,0.000000,0.00,49 (SpB star)
202061026,QP,2.43,2.993480,0.56,49 (SpB star)
202061029,QP,0.31,6.372263,0.09,49 (SpB star)
202061034,AP,0.23,0.000000,0.00,49 (SpB star)
202061042,QP,0.12,10.380617,0.04,49 (SpB star)
202061043,QP,0.21,6.309790,0.07,49 (SpB star)
202061056,QP,3.70,2.573244,1.65,49 (SpB star)
202061065,AP,0.82,0.000000,0.00,49 (SpB star)
202061127, P,0.35,0.106082,0.06,
202061143,QP,0.81,2.290384,0.17,
202061164,AP,4.35,0.000000,0.00,44 (Beta Ceph)
202061204,AP,1.23,0.000000,0.00,44 (Beta Ceph)
202061205,QP,0.83,3.414701,0.26,44 (Beta Ceph);49 (SpB star)
202061223, P,0.65,3.219288,0.27,44 (Beta Ceph);49 (SpB star)
202061225,AP,0.06,0.000000,0.00,44 (Beta Ceph)
202061226,QP,0.64,0.196279,0.12,44 (Beta Ceph);49 (SpB star)
202061236,QP,0.64,3.900596,0.18,49 (SpB star)
202061242,QP,0.34,1.202987,0.08,49 (SpB star)
202061244,QP,0.53,2.068459,0.18,49 (SpB star)
202061245,QP,0.24,1.890839,0.03,49 (SpB star)
202061247,QP,2.51,1.680413,0.44,49 (SpB star)
202061249,QP,1.50,0.779175,0.52,49 (SpB star)
202061250,QP,0.71,3.232109,0.27,44 (Beta Ceph);49 (SpB star)
202061251,QP,0.29,6.184516,0.05,49 (SpB star)
202061252,AP,0.80,0.000000,0.00,44 (Beta Ceph);49 (SpB star)
202061253,QP,1.44,2.478833,0.62,49 (SpB star)
202061281,QP,1.47,11.485535,0.12,49 (SpB star)
202061287, P,0.25,0.378587,0.06,49 (SpB star)
202061293,AP,2.34,0.000000,0.00,49 (SpB star);114 (AAVSO Variable Star)
202061296,QP,28.01,0.481015,5.45,45 (Be star);49 (SpB star)
202061318,AP,1396.51,0.000000,0.00,25 (CV);32 (CV/Nova/Dwarf Nova);40 (CV/dd WD pair);114 (AAVSO Variable Star)
202061320, P,3.72,0.111220,0.87,25 (CV)
202061349,QP,0.22,2.637698,0.05,26 (AM star);48 (ROAP/AP star);50 (AF star)
202061353, P,2.28,0.689077,0.70,26 (AM star);46 (Delta Scuti);50 (AF star)
202061771,QP,0.27,3.595521,0.05,
202061772,AP,6.84,0.000000,0.00,
202061774,AP,1.75,0.000000,0.00,
202061796,QP,2.99,0.997192,0.49,
202061799,QP,2.33,10.550779,0.56,
202061801, P,4.11,4.348632,1.55,
202061814,QP,1.90,1.023537,0.56,
202062050,QP,0.97,8.938848,0.29,44 (Beta Ceph)
202062054,QP,0.26,0.478640,0.04,
202062060,AP,0.22,0.000000,0.00,
202062063,QP,6.84,0.779498,0.85,
202062064,QP,3.30,0.997826,0.69,
202062065,QP,1.78,1.010357,0.69,
202062075,AP,0.09,0.000000,0.00,
202062077,QP,0.11,10.550781,0.04,
202062081,QP,1.86,0.597584,0.73,
202062085,QP,9.55,1.137098,0.84,
202062086,QP,0.99,0.914201,0.29,
202062090,QP,0.72,0.419296,0.20,45 (Be star)
202062095,QP,0.26,2.117098,0.08,
202062105,QP,2.95,1.117357,1.16,
202062106,QP,0.95,2.282262,0.36,
202062111,QP,0.52,1.633497,0.17,
202062114, P,0.96,3.201979,0.29,
202062120, P,2.22,0.412563,0.47,44 (Beta Ceph)
202062132,QP,1.50,2.073584,0.23,
202062150,AP,1.73,0.000000,0.00,
202062154,QP,41.61,6.761813,13.21,
202062156,AP,0.63,0.000000,0.00,
202062157,QP,1.52,1.573589,0.31,
202062183,QP,0.97,0.303049,0.28,
202062198,QP,0.86,0.338936,0.22,
202062206,QP,1.59,1.807860,0.64,
202062227,QP,0.46,0.305312,0.10,45 (Be star)
202062230,QP,1.64,1.100767,0.85,
202062234,QP,0.57,1.629364,0.11,
202062240,QP,17.40,1.007152,1.29,
202062447,QP,6.21,0.912906,0.86,43 (AM Star)
202062455,QP,0.14,1.812954,0.05,43 (AM Star)
202062457,AP,62.51,0.000000,0.00,43 (AM Star);114 (AAVSO Variable Star)
202062458,QP,0.89,3.512464,0.35,44 (Beta Ceph)
202062463, P,0.26,2.482014,0.02,44 (Beta Ceph)
202062466, P,0.93,3.199946,0.30,45 (Be star)
202062468,QP,1.37,9.064769,0.44,45 (Be star)
202062480, P,0.90,0.021117,0.18,46 (Delta Scuti)
202062481,QP,1.58,1.486970,0.21,46 (Delta Scuti)
202062495,QP,1.36,0.336083,0.49,
202062496,QP,0.30,9.901510,0.08,
202062511,QP,3.54,0.704927,0.73,
202062512,AP,0.45,0.000000,0.00,
202062521,QP,0.45,0.700514,0.12,
202062523, P,0.13,1.416717,0.04,
202062527,QP,0.50,0.176667,0.12,
202062529,QP,2.14,7.930523,0.63,
202062533,QP,0.17,4.697800,0.05,48 (ROAP/AP star)
202062552, P,1.50,0.273900,0.18,48 (ROAP/AP star)
202062559, P,0.38,0.445705,0.11,48 (ROAP/AP star);50 (AF star)
202062563,QP,2.58,1.558348,1.22,48 (ROAP/AP star);50 (AF star)
202062594,AP,3.68,0.000000,0.00,49 (SpB star)
202062603, P,0.19,0.167473,0.05,49 (SpB star)
202062607,QP,0.27,11.096524,0.08,49 (SpB star)
202062609,QP,6.72,7.470789,2.47,49 (SpB star)
202063066,AP,1.97,0.000000,0.00,50 (AF star)
202063174,QP,3.59,1.802796,0.50,50 (AF star)
202063327, P,1.16,0.058070,0.25,50 (AF star)
202063557, P,2.21,3.512464,0.65,50 (AF star)
202063769,QP,1.27,8.938854,0.52,50 (AF star)
202063784,QP,0.11,0.765277,0.04,50 (AF star)
202063838,AP,0.14,0.000000,0.00,50 (AF star)
202063862,QP,0.06,1.944401,0.01,50 (AF star)
202063894,AP,0.11,0.000000,0.00,50 (AF star)
202063913,AP,0.07,0.000000,0.00,50 (AF star)
202063916,AP,0.25,0.000000,0.00,50 (AF star)
202064080,AP,0.48,0.000000,0.00,50 (AF star)
202064086,QP,0.30,0.140126,0.07,50 (AF star)
202064095, P,0.19,0.358152,0.04,50 (AF star)
202064110,QP,0.26,1.722414,0.05,50 (AF star)
202064133,QP,3.07,1.860112,0.87,50 (AF star)
202064139,QP,2.08,1.405237,0.60,50 (AF star)
202064143,AP,0.13,0.000000,0.00,50 (AF star)
202064148,QP,0.24,3.785873,0.07,50 (AF star)
202064153,QP,4.06,0.959163,1.86,50 (AF star)
202064154,AP,0.14,0.000000,0.00,50 (AF star)
202064157, P,0.28,1.303816,0.04,50 (AF star)
202064179,QP,0.64,6.248527,0.10,50 (AF star)
202064188,AP,0.16,0.000000,0.00,50 (AF star)
202064206,AP,0.08,0.000000,0.00,50 (AF star)
202064221,QP,0.73,2.979623,0.11,50 (AF star)
202064269,AP,0.53,0.000000,0.00,50 (AF star)
202064316, P,0.41,0.598696,0.10,50 (AF star)
202064331,QP,1.56,6.399210,0.60,50 (AF star)
202064435, P,27.68,2.131120,5.74,51 (Cepheid);53 (Cepheid);123 (Cepheid)
202064436,QP,13.62,6.188450,1.80,51 (Cepheid);123 (Cepheid)
202064439,QP,74.58,2.626930,20.79,51 (Cepheid);53 (Cepheid);123 (Cepheid)
202064447,QP,20.90,1.514460,3.44,51 (Cepheid);53 (Cepheid);114 (AAVSO Variable Star)
202064449,QP,32.36,2.595156,9.92,51 (Cepheid)
202064451,AP,9.34,0.000000,0.00,51 (Cepheid);114 (AAVSO Variable Star)
202064452,QP,5.18,3.124259,1.84,51 (Cepheid);114 (AAVSO Variable Star);123 (Cepheid)
202064454,QP,45.18,6.774718,11.06,51 (Cepheid)
202064462,AP,14.43,0.000000,0.00,51 (Cepheid);123 (Cepheid)
202064463,AP,3.18,0.000000,0.00,51 (Cepheid);114 (AAVSO Variable Star)
202064473,AP,4.34,0.000000,0.00,51 (Cepheid)
202064491,QP,60.89,0.572523,32.71,55 (RR Lyrae)
202064531,QP,56.60,0.507970,31.08,55 (RR Lyrae)
202064535,QP,14.39,0.508197,4.82,55 (RR Lyrae);114 (AAVSO Variable Star)
202064539,QP,13.40,0.262265,3.49,55 (RR Lyrae);114 (AAVSO Variable Star)
202064541,QP,43.83,0.286683,19.42,55 (RR Lyrae);114 (AAVSO Variable Star)
202064566,QP,12.44,4.597128,4.17,61 (AGN)
202064574,QP,4.35,1.227467,1.60,61 (AGN)
202064759,QP,1.14,3.258695,0.23,61 (AGN)
202064883,AP,0.44,0.000000,0.00,61 (AGN)
202064947,AP,0.68,0.000000,0.00,61 (AGN)
202065039,QP,13.25,1.025181,1.84,61 (AGN)
202065150, P,1.23,2.364347,0.40,
202065158,QP,1.94,8.358401,0.52,
202065159,AP,3.46,0.000000,0.00,
202065160,AP,3.42,0.000000,0.00,
202065161,AP,1.09,0.000000,0.00,
202065169, P,7.91,3.217991,2.89,
202065178,QP,1.81,3.808277,0.44,
202065179, P,3.09,0.935652,0.86,
202065197,AP,0.85,0.000000,0.00,
202065204,QP,5.00,0.540251,0.94,
202065206, P,0.76,11.390668,0.09,
202065213,AP,2.56,0.000000,0.00,
202065234,AP,0.60,0.000000,0.00,
202065236, P,1.09,2.517504,0.42,
202065254,AP,1.27,0.000000,0.00,
202065283,AP,2.50,0.000000,0.00,
202065288, P,1.29,0.934103,0.38,
202065298,AP,0.54,0.000000,0.00,
202065322,AP,0.41,0.000000,0.00,
202065332,AP,1.70,0.000000,0.00,
202065500,AP,13.46,0.000000,0.00,
202065529,QP,1.03,5.596506,0.13,
202065545,QP,28.17,5.332675,8.84,109 (Algol Binary/BE star)
202065757,AP,0.15,0.000000,0.00,
202065775,AP,0.50,0.000000,0.00,
202065800,AP,0.08,0.000000,0.00,
202065801,AP,0.38,0.000000,0.00,
202065802,QP,0.85,2.484934,0.38,
202065805,AP,0.29,0.000000,0.00,
202065818,QP,0.43,0.570060,0.09,
202065819,QP,1.13,5.824886,0.35,
202065829,QP,0.35,0.519031,0.08,
202065832,QP,0.59,3.154892,0.21,
202065838,QP,2.25,7.848755,0.48,
202065854,AP,0.49,0.000000,0.00,
202065877,QP,0.12,4.060308,0.03,
202065904,AP,1.47,0.000000,0.00,
202065913,QP,1.67,0.166261,0.35,
202065915, P,3.02,2.250342,1.09,
202065924,AP,0.97,0.000000,0.00,
202065926,QP,1.79,2.080316,0.49,
202065934, P,0.54,4.104672,0.15,
202065953,AP,0.31,0.000000,0.00,
202065955,QP,1.46,0.176087,0.32,
202065956,QP,0.26,8.816409,0.04,
202065958,AP,0.19,0.000000,0.00,
202065962,AP,0.56,0.000000,0.00,
202065982,QP,2.53,2.899089,0.99,
202065992,AP,0.28,0.000000,0.00,
202065998,QP,2.20,7.571740,0.64,
202065999,QP,2.52,4.597863,0.97,
202066004,QP,2.52,2.179885,0.78,
202066013,QP,1.37,10.550785,0.32,
202066021,QP,1.86,4.634208,0.54,
202066027,AP,0.61,0.000000,0.00,
202066031,QP,2.78,0.598696,0.62,
202066035, P,1.41,6.605541,0.47,
202066045,QP,1.89,2.080316,0.44,
202066048,AP,0.38,0.000000,0.00,
202066056,AP,2.49,0.000000,0.00,
202066058,QP,1.33,8.251254,0.29,
202066067,QP,1.92,10.550784,0.64,
202066076, P,0.31,0.984976,0.12,
202066080,QP,1.42,8.089910,0.40,
202066089,QP,0.69,1.346087,0.17,
202066090,AP,1.15,0.000000,0.00,
202066100,AP,0.62,0.000000,0.00,
202066123,QP,2.22,6.995629,0.79,
202066129,QP,1.00,13.684877,0.28,
202066131,AP,0.66,0.000000,0.00,
202066136,QP,2.23,2.021323,0.25,
202066147,QP,4.82,0.465068,1.30,
202066152,QP,2.52,0.658075,0.35,
202066174, P,1.57,1.459672,0.52,
202066175,QP,5.32,1.098290,1.44,
202066185,AP,0.28,0.000000,0.00,
202066193,AP,0.51,0.000000,0.00,
202066196, P,4.31,3.016102,1.73,
202066209,QP,3.59,1.102052,1.26,
202066227,AP,0.69,0.000000,0.00,
202066241,AP,1.44,0.000000,0.00,
202066242,QP,1.57,0.339734,0.34,
202066257,QP,0.20,12.619565,0.04,
202066259,QP,4.68,1.420744,1.46,
202066266, P,1.52,0.173057,0.43,
202066275,QP,0.44,0.269739,0.09,
202066286,QP,0.80,1.399234,0.33,
202066309,AP,0.81,0.000000,0.00,
202066343,AP,0.60,0.000000,0.00,
202066368,QP,12.66,1.621151,1.43,
202066378,QP,0.75,0.739767,0.35,
202066418,QP,2.61,0.940514,0.56,
202066437,QP,6.93,3.682508,0.76,
202066447,AP,0.65,0.000000,0.00,
202066495,QP,6.16,0.645904,1.80,
202066540,QP,6.92,0.858129,1.44,
202066571,QP,2.16,3.595514,0.84,
202066594,AP,0.61,0.000000,0.00,
202066595,QP,3.45,0.375241,0.41,
202066596,QP,0.89,8.029637,0.28,
202066604,QP,3.64,0.599811,0.98,
202066618,QP,6.58,0.853674,1.85,
202066665,QP,0.63,0.407856,0.15,
202066698, P,1.76,1.892932,0.27,
202066702,QP,0.99,0.279703,0.15,
202066710,AP,0.95,0.000000,0.00,
202066801,AP,0.45,0.000000,0.00,
202066849, P,1.23,0.613770,0.26,
202066871,QP,0.19,4.582979,0.04,
202066909,QP,1.27,0.356169,0.22,
202066923, P,0.30,0.297411,0.09,
202066926,QP,2.79,0.474979,0.48,
202066998,QP,2.12,0.542997,0.44,
202067017,QP,0.74,2.447141,0.17,
202067038, P,0.48,1.231401,0.15,
202067054,QP,0.46,3.476694,0.07,
202067055,AP,0.19,0.000000,0.00,
202067058,QP,0.96,0.729702,0.25,
202067125,AP,0.72,0.000000,0.00,
202067158,AP,1.06,0.000000,0.00,
202067195,QP,1.17,0.069293,0.22,
202067214,AP,1.08,0.000000,0.00,
202067241,AP,1.15,0.000000,0.00,
202067248,QP,0.36,3.266992,0.10,
202067336,QP,1.50,5.107914,0.62,
202067337,AP,0.50,0.000000,0.00,
202067360,AP,0.47,0.000000,0.00,
202067377,AP,0.65,0.000000,0.00,
202067380,AP,0.38,0.000000,0.00,
202067406,QP,2.01,1.377279,0.93,
202067441,AP,0.26,0.000000,0.00,
202067464, P,2.57,0.874453,1.27,
202067476,AP,1.47,0.000000,0.00,
202067496,AP,1.20,0.000000,0.00,
202067514,AP,0.61,0.000000,0.00,
202067522,AP,0.28,0.000000,0.00,
202067523,AP,0.61,0.000000,0.00,
202067585,AP,1.67,0.000000,0.00,
202067612,QP,1.90,0.648564,0.57,
202067620,AP,2.24,0.000000,0.00,
202067687,QP,8.02,7.661864,1.59,
202067694,QP,0.61,3.497816,0.11,
202067695,AP,0.77,0.000000,0.00,
202067696,QP,0.80,6.567327,0.20,
202067702,AP,0.31,0.000000,0.00,
202067704,AP,0.51,0.000000,0.00,
202067708,QP,0.49,4.909842,0.09,
202067710,QP,0.34,2.979620,0.06,
202067711,AP,0.33,0.000000,0.00,
202067721,AP,0.25,0.000000,0.00,
202067723,AP,0.29,0.000000,0.00,
202067726,QP,0.35,3.423393,0.06,
202067730,AP,0.22,0.000000,0.00,
202067735,QP,0.24,1.678278,0.04,
202067738,AP,0.36,0.000000,0.00,
202067741,AP,0.30,0.000000,0.00,
202067744,AP,0.25,0.000000,0.00,
202067764, P,7.28,1.414500,3.01,
202067783,QP,3.91,3.354645,1.55,
202067791,QP,1.48,1.137664,0.36,
202067796,AP,0.98,0.000000,0.00,
202067803,AP,0.24,0.000000,0.00,
202067804,QP,0.49,10.209346,0.12,
202067805,AP,0.57,0.000000,0.00,
202067818,QP,0.34,1.768125,0.05,
202067827,QP,2.01,10.908431,0.82,
202067841,QP,0.46,3.217209,0.07,
202067843,QP,0.29,1.887382,0.04,
202067844, P,8.01,2.424044,1.06,
202067850,QP,0.65,0.107008,0.06,
202067854,QP,1.07,1.541215,0.23,
202067891,QP,0.35,1.986979,0.07,
202067897,AP,3.29,0.000000,0.00,
202067899,QP,0.28,8.938851,0.06,
202067920, P,9.17,0.124829,0.77,
202067923,AP,0.25,0.000000,0.00,
202067930,QP,1.87,0.666940,0.92,
202067933, P,1.88,9.327498,0.72,
